,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
0,stroke_severity_arrival,0.0,-57.17253200038802,28.41626699157059,31.5295767557621,34.18865804579342,60.0600028864271,30.855722266269172,6.314745917059757,7335,0
1,stroke_severity_arrival,1.0,13.291264992770738,42.492747735525484,46.20227851403411,49.8385442198487,75.52289312473266,46.401891776987355,5.626431433452191,7590,0
2,stroke_severity_arrival,2.0,-0.9278813263075426,36.87072234794614,40.115648246598425,42.28887561548967,68.21092961270828,39.5836276986064,4.477864042379571,9470,0
3,stroke_severity_arrival,3.0,-31.872495669666677,28.044803473795763,31.157525178294165,33.32346639697789,56.93190701645333,29.108189582016283,7.450583172597226,8320,0
4,stroke_severity_arrival,4.0,17.140357141159473,29.757158412743593,31.376289070639757,33.16601640575391,63.12755507620517,31.454449057058515,3.454469350271353,6675,0
5,stroke_severity_arrival,5.0,8.796962176822126,23.71819085281808,25.21993203176651,26.476823282181286,51.27187789875083,25.186378159729983,2.98311602894542,5090,0
6,stroke_severity_arrival,6.0,-10.68052672766149,16.46288100569509,18.576320085879416,19.94472075514146,43.452349692457354,18.041593322063044,3.685486634099024,4170,0
7,stroke_severity_arrival,7.0,-23.449184118434786,5.366741944079986,7.785961999543943,9.961085499962792,46.74478189755697,7.792677690089403,4.676666374901978,3210,0
8,stroke_severity_arrival,8.0,-38.738913926049136,-3.970347264281008,-0.8756052452162839,2.436055445368402,26.640813245954924,-0.7339408041525892,5.473511964231345,2660,0
9,stroke_severity_arrival,9.0,-62.00533429409843,-14.491403956664726,-10.813477855282835,-6.572095934976824,23.18247046711389,-10.39834511089373,7.064615138258923,2195,0
10,stroke_severity_arrival,10.0,-81.86711346748285,-25.46809645825997,-19.825794188771397,-14.196562092211098,23.970966226588935,-20.093409617382065,9.322110278020082,1825,0
11,stroke_severity_arrival,11.0,-58.173803229890765,-32.25655636536889,-25.973068294057157,-18.668159663896077,22.65676012856886,-25.286724387228,10.385132447177913,1670,0
12,stroke_severity_arrival,12.0,-72.20234612873756,-43.54666548884474,-37.088369128629566,-30.02024324917933,28.758395233359188,-36.349283638627256,10.895082271768898,1400,0
13,stroke_severity_arrival,13.0,-98.16818983853794,-56.025679705864746,-48.836371068554,-39.29305691928137,-2.2243172440864147,-46.879884438926624,12.360879140829374,1360,0
14,stroke_severity_arrival,14.0,-86.24293121031485,-67.29217070236103,-59.01052979292814,-48.94654892601305,11.371813223776407,-57.29579526000084,12.734658227192405,1230,0
15,stroke_severity_arrival,15.0,-126.30801837385633,-75.27705138877965,-66.57459166373127,-56.125290227616205,-19.22153505130205,-65.02766983944096,13.77783269337454,1135,0
16,stroke_severity_arrival,16.0,-111.10924250743818,-83.2195143607282,-74.15335929923691,-63.08207106048008,-14.190253738998436,-72.45426363745462,15.3055254903879,1090,0
17,stroke_severity_arrival,17.0,-124.12048935816624,-95.72564136879984,-85.54182997390627,-70.16012800207012,18.390621362784877,-82.30017134866718,17.59289963132516,1200,0
18,stroke_severity_arrival,18.0,-133.1389612537995,-106.74628079839516,-97.66727653326001,-85.13279723868938,27.146386703602037,-94.83188379274085,17.624176820451385,1115,0
19,stroke_severity_arrival,19.0,-139.53117697831243,-113.71819224436884,-103.39033589882543,-91.1964281059947,6.636020404356532,-101.22944442918987,17.484041233362213,1100,0
20,stroke_severity_arrival,20.0,-149.91121942052152,-126.92846543897991,-116.00718340996653,-100.06237026400515,22.92370539851021,-112.33240782058068,19.917875532810434,965,0
21,stroke_severity_arrival,21.0,-154.94260606795083,-133.57861148169383,-124.33057271010126,-111.06738956894492,-25.390696507734248,-120.42875103183397,17.399794244339628,920,0
22,stroke_severity_arrival,22.0,-153.8694560244819,-135.85960145151302,-126.9319316110923,-114.04564615607785,-2.801101191244088,-122.75182688150869,18.271504456321832,870,0
23,stroke_severity_arrival,23.0,-165.96206291527952,-141.2722611213394,-132.83724448580412,-120.52196834649075,-70.90459439728642,-129.35012413308175,15.989078300760228,755,0
24,stroke_severity_arrival,24.0,-171.81690298206638,-151.9313439099677,-141.82868081646973,-129.3039429001091,-50.15186858206289,-137.98431319904662,19.656088074626073,700,0
25,stroke_severity_arrival,25.0,-184.3294536584709,-153.42689934963826,-144.656567503931,-132.14583732284257,-68.1042617349606,-140.23845732511344,18.87297199221867,650,0
26,stroke_severity_arrival,26.0,-177.44695312080438,-161.34487450746354,-151.77641639752545,-139.87459970572496,-67.12033836793154,-148.44962034260305,17.55526342705763,540,0
27,stroke_severity_arrival,27.0,-220.51149059548507,-173.96933154028142,-163.92007576299366,-150.91303126810584,-92.05033479003468,-161.39826367708588,18.32678594365039,430,0
28,stroke_severity_arrival,28.0,-199.30780374003575,-181.29751185780856,-169.59576732109767,-158.31840376806912,-92.47942881226074,-168.1205057973764,17.847878751516696,380,0
29,stroke_severity_arrival,29.0,-203.92711869808846,-181.39264981323038,-172.14844610755796,-164.3496352515102,-112.30617590634152,-171.13782178758623,14.897151577903639,230,0
30,stroke_severity_arrival,30.0,-210.8425399164064,-191.15831541565944,-180.58609610643703,-168.51442843367812,-129.0826744438312,-179.162692101786,17.004782135497496,200,0
31,stroke_severity_arrival,31.0,-209.73911566625816,-184.82350849152078,-174.4802217503381,-163.4395580509072,-96.91825782206841,-172.89055823354767,18.27005399074662,150,0
32,stroke_severity_arrival,32.0,-221.99326601691078,-194.43977861819323,-182.4595338709047,-168.31604571686591,-119.62456576316617,-179.12185405814424,21.51337681684345,150,0
33,stroke_severity_arrival,33.0,-243.15032970967704,-209.2991701994941,-197.57596880426166,-179.02415562905952,-157.5528336692322,-194.56144738334177,18.532107479494258,100,0
34,stroke_severity_arrival,34.0,-223.97560000942553,-205.240089291709,-190.88788358517223,-177.00832143119652,-130.4303151827585,-189.80605354618686,19.100390367314485,80,0
35,stroke_severity_arrival,35.0,-238.68277523782103,-205.32893199975604,-194.18873193447945,-177.13862019974272,-107.44099764855578,-189.46577851519226,23.517337646319625,70,0
36,stroke_severity_arrival,36.0,-247.68656187040267,-224.25494821309812,-213.17108778930736,-196.31196437022123,-142.15238701252267,-208.1707507979976,21.381806940623072,45,0
37,stroke_severity_arrival,37.0,-231.85372371026315,-221.85351916307118,-204.10030455644244,-190.15731898033525,-117.54167015471495,-197.981384825656,26.27144969878364,45,0
38,stroke_severity_arrival,38.0,-219.9611769512808,-209.58685292294248,-197.45491595029364,-176.72521989540664,-108.71053577579092,-191.65195740990947,23.228476944121432,45,0
39,stroke_severity_arrival,39.0,-226.93462501868606,-206.22492503341056,-194.36532202213536,-175.68877144409112,-141.24880621922668,-190.87315913145895,21.73260087664349,20,0
40,stroke_severity_arrival,40.0,-275.7447086727433,-228.85250050026573,-209.7995309138624,-193.2777705717599,-131.25082722313238,-208.2710613826631,28.5386292427017,70,0
41,stroke_severity_arrival,41.0,-250.56993538288398,-203.70905361671117,-187.65093702821292,-165.46377769927145,-135.83216215388384,-187.15541818943487,26.965468105749686,20,0
42,stroke_severity_arrival,42.0,-244.87792780774646,-218.6967024447676,-209.42815085113048,-191.95226844965248,-122.52886892395094,-203.76504098403166,21.808905049384908,100,0
43,age,0-60,-42.93613009514287,26.53651289250702,30.674129412248732,36.778680226365104,117.9952796143014,33.163462236900436,10.549878945713763,12240,0
44,age,60-80,-35.21622461596504,2.6217225372535173,10.384388562124222,17.642749816998837,65.64669798213988,10.935757714116303,10.177731451414282,33895,0
