,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
0,stroke_severity_arrival,0.0,-62.46957519541495,-21.487403888886327,-18.960645427620037,-15.087875252673403,49.877061651637774,-18.504599221444465,5.654445712654504,7265,0
1,stroke_severity_arrival,1.0,-50.340454552462326,-33.59197988583706,-29.264381649596615,-24.66978786148131,24.052389824138956,-29.38360406979707,6.23644858692758,7515,0
2,stroke_severity_arrival,2.0,-61.61530626529362,-28.716781458314507,-25.593656015328598,-21.582125261398033,10.120293304817752,-25.3550311003765,5.202338530022699,9620,0
3,stroke_severity_arrival,3.0,-65.28508976449258,-19.210638448847458,-16.9738429521909,-12.966553931005764,38.993423738852144,-15.043892399219047,7.22259996296083,8165,0
4,stroke_severity_arrival,4.0,-57.18138780103996,-21.92740782030858,-20.035842322059906,-17.29214093799703,1.4615395237598567,-20.091454133506584,4.414267706855808,6710,0
5,stroke_severity_arrival,5.0,-70.89805905824527,-18.217499629838855,-16.013549403250217,-13.830082714194432,1.91064093710389,-16.393261263829913,3.992524659829593,5220,0
6,stroke_severity_arrival,6.0,-45.32772927972954,-13.56832362187095,-11.867765768491664,-10.169626346086153,13.808373262663372,-11.904418850337256,3.2962160640725284,4200,0
7,stroke_severity_arrival,7.0,-39.01357232271694,-7.210494320190046,-4.781171172882896,-2.5398436753801072,14.576092352457344,-4.933777182438462,4.116696856641616,3270,0
8,stroke_severity_arrival,8.0,-31.55598636130337,-0.9359874292556196,1.5486390559095888,4.369322166505736,39.288629819448104,1.8292237913434746,4.987153275701075,2595,0
9,stroke_severity_arrival,9.0,-25.951536148041487,4.8294170762063,8.626257248281036,12.675018225170206,35.31403472790029,8.793199067132036,5.978199430889949,2180,0
10,stroke_severity_arrival,10.0,-32.71866767422762,10.017746042832732,14.87753327652812,20.968506518984213,46.02878943615593,15.710842936979162,8.585416486916559,1910,0
11,stroke_severity_arrival,11.0,-23.23156881492585,15.027021183036268,20.46934264194686,26.569646921325475,70.87259420445189,20.850194381790523,9.31875927666844,1625,0
12,stroke_severity_arrival,12.0,-26.33587714135647,19.932264501629398,28.952088698535228,36.15978286994971,82.63318329188041,28.22054803875335,11.8739426732798,1420,0
13,stroke_severity_arrival,13.0,-7.205860228822567,28.55790594091639,37.69263188685291,45.09599538113922,71.70141352060251,36.6413688616155,12.111547998564252,1300,0
14,stroke_severity_arrival,14.0,-12.595661487402394,40.002995027843866,53.77241572436411,62.17403661039658,86.99319200070575,50.7741903827091,15.187401378031021,1275,0
15,stroke_severity_arrival,15.0,4.520964517164975,45.56890709036496,59.647305047845,69.84750116713113,105.55323231549933,58.052872750789305,16.232298660312672,1160,0
16,stroke_severity_arrival,16.0,11.408130096914247,51.462881333783734,66.76808058066294,76.28558625349078,111.95804739734157,63.36281498797149,17.527370620290075,1105,0
17,stroke_severity_arrival,17.0,16.055815638955682,61.81352483142866,79.92665249032666,93.43165439988836,129.5330466901418,76.31666882317276,22.114164330474466,1125,0
18,stroke_severity_arrival,18.0,10.943511111428961,72.69344551825431,90.59465697255683,101.24005010374124,158.2881973351259,86.48528044423372,20.250565617480756,1100,0
19,stroke_severity_arrival,19.0,-13.480113222245127,81.5609959786164,100.25790792289655,111.52141357223503,138.5491571152024,95.89650729063571,21.430380445956274,1095,0
20,stroke_severity_arrival,20.0,37.03168101548217,88.97099664062726,108.4948953087395,120.79642725361279,157.87904825694858,103.92928338289713,21.707685545595336,1025,0
21,stroke_severity_arrival,21.0,22.54267532288446,96.61955946337898,117.64194285024423,130.83956414843678,159.87308408975602,112.63283279683273,23.776763242975303,880,0
22,stroke_severity_arrival,22.0,35.654613500898705,108.6470480379276,123.74352816184518,135.24433150652447,158.92554274699185,119.67636142954814,21.02807563276636,790,0
23,stroke_severity_arrival,23.0,61.64414104430005,118.62223201034706,134.55063534102868,145.50300137161045,172.91717334287708,129.8935036133547,20.88819328672978,760,0
